Product Key;Order Date;Due Date;Ship Date;Customer Key;Sales Amount
214;20220221;20220305;20220228;17387;34,99
214;20220222;20220306;20220301;14328;34,99
214;20220222;20220306;20220301;12059;34,99
214;20220222;20220306;20220301;17648;34,99
214;20220222;20220306;20220301;21608;34,99
214;20220223;20220307;20220302;15153;34,99
214;20220223;20220307;20220302;14851;34,99
214;20220223;20220307;20220302;15559;34,99
214;20220224;20220308;20220303;23743;34,99
214;20220224;20220308;20220303;23959;34,99
214;20220224;20220308;20220303;11735;34,99
214;20220224;20220308;20220303;22329;34,99
214;20220225;20220309;20220304;23580;34,99
214;20220225;20220309;20220304;27782;34,99
214;20220225;20220309;20220304;25324;34,99
214;20220225;20220309;20220304;28714;34,99
214;20220225;20220309;20220304;24526;34,99
214;20220225;20220309;20220304;14733;34,99
214;20220226;20220310;20220305;29347;34,99
214;20220226;20220310;20220305;12840;34,99
214;20220226;20220310;20220305;17785;34,99
214;20220226;20220310;20220305;24275;34,99
214;20220227;20220311;20220306;11343;34,99
214;20220227;20220311;20220306;14126;34,99
214;20220227;20220311;20220306;18256;34,99
214;20220227;20220311;20220306;24594;34,99
214;20220227;20220311;20220306;17350;34,99
214;20220227;20220311;20220306;23274;34,99
214;20220227;20220311;20220306;14010;34,99
214;20220227;20220311;20220306;26322;34,99
214;20220228;20220312;20220307;28267;34,99
214;20220228;20220312;20220307;23473;34,99
214;20220228;20220312;20220307;16964;34,99
214;20220228;20220312;20220307;25148;34,99
214;20220228;20220312;20220307;19724;34,99
214;20220301;20220313;20220308;12291;34,99
214;20220301;20220313;20220308;11142;34,99
214;20220301;20220313;20220308;14993;34,99
214;20220301;20220313;20220308;13302;34,99
214;20220301;20220313;20220308;26909;34,99
214;20220301;20220313;20220308;28948;34,99
214;20220302;20220314;20220309;21375;34,99
214;20220302;20220314;20220309;13935;34,99
214;20220302;20220314;20220309;11008;34,99
214;20220302;20220314;20220309;29277;34,99
214;20220303;20220315;20220310;16731;34,99
214;20220303;20220315;20220310;15103;34,99
214;20220303;20220315;20220310;26898;34,99
214;20220304;20220316;20220311;18488;34,99
214;20220304;20220316;20220311;22333;34,99
214;20220304;20220316;20220311;15862;34,99
214;20220304;20220316;20220311;21942;34,99
214;20220305;20220317;20220312;14043;34,99
214;20220305;20220317;20220312;22671;34,99
214;20220305;20220317;20220312;15101;34,99
214;20220306;20220318;20220313;24900;34,99
214;20220306;20220318;20220313;14623;34,99
214;20220306;20220318;20220313;28898;34,99
214;20220306;20220318;20220313;12986;34,99
214;20220307;20220319;20220314;28304;34,99
214;20220307;20220319;20220314;17337;34,99
214;20220307;20220319;20220314;12177;34,99
214;20220307;20220319;20220314;22372;34,99
214;20220308;20220320;20220315;11572;34,99
214;20220308;20220320;20220315;19502;34,99
214;20220308;20220320;20220315;24343;34,99
214;20220308;20220320;20220315;19538;34,99
214;20220309;20220321;20220316;24903;34,99
214;20220309;20220321;20220316;14217;34,99
214;20220309;20220321;20220316;17723;34,99
214;20220309;20220321;20220316;11049;34,99
214;20220309;20220321;20220316;22745;34,99
214;20220309;20220321;20220316;16354;34,99
214;20220309;20220321;20220316;15084;34,99
214;20220310;20220322;20220317;13416;34,99
214;20220310;20220322;20220317;12188;34,99
214;20220311;20220323;20220318;12125;34,99
214;20220311;20220323;20220318;14318;34,99
214;20220311;20220323;20220318;15878;34,99
214;20220311;20220323;20220318;16361;34,99
214;20220311;20220323;20220318;12187;34,99
214;20220311;20220323;20220318;18740;34,99
214;20220311;20220323;20220318;22686;34,99
214;20220312;20220324;20220319;23532;34,99
214;20220312;20220324;20220319;12715;34,99
214;20220312;20220324;20220319;19471;34,99
214;20220312;20220324;20220319;17380;34,99
214;20220312;20220324;20220319;15485;34,99
214;20220312;20220324;20220319;12421;34,99
214;20220312;20220324;20220319;12286;34,99
214;20220312;20220324;20220319;11238;34,99
214;20220312;20220324;20220319;19423;34,99
214;20220312;20220324;20220319;28110;34,99
214;20220313;20220325;20220320;14063;34,99
214;20220313;20220325;20220320;17193;34,99
214;20220313;20220325;20220320;14194;34,99
214;20220313;20220325;20220320;25199;34,99
214;20220313;20220325;20220320;26986;34,99
214;20220314;20220326;20220321;13982;34,99
214;20220314;20220326;20220321;23897;34,99
214;20220314;20220326;20220321;27857;34,99
214;20220314;20220326;20220321;12562;34,99
214;20220314;20220326;20220321;12154;34,99
214;20220314;20220326;20220321;24735;34,99
214;20220315;20220327;20220322;20850;34,99
214;20220315;20220327;20220322;17366;34,99
214;20220315;20220327;20220322;13945;34,99
214;20220315;20220327;20220322;21846;34,99
214;20220315;20220327;20220322;24113;34,99
214;20220315;20220327;20220322;27155;34,99
214;20220315;20220327;20220322;20818;34,99
214;20220315;20220327;20220322;19482;34,99
214;20220316;20220328;20220323;18257;34,99
214;20220316;20220328;20220323;16885;34,99
214;20220316;20220328;20220323;15285;34,99
214;20220316;20220328;20220323;25526;34,99
214;20220316;20220328;20220323;14353;34,99
214;20220316;20220328;20220323;27143;34,99
214;20220316;20220328;20220323;12630;34,99
214;20220317;20220329;20220324;23414;34,99
214;20220317;20220329;20220324;12133;34,99
214;20220317;20220329;20220324;13641;34,99
214;20220317;20220329;20220324;23776;34,99
214;20220317;20220329;20220324;18554;34,99
214;20220317;20220329;20220324;11185;34,99
214;20220317;20220329;20220324;13764;34,99
214;20220317;20220329;20220324;13938;34,99
214;20220318;20220330;20220325;16515;34,99
214;20220318;20220330;20220325;12112;34,99
214;20220318;20220330;20220325;11888;34,99
214;20220319;20220331;20220326;11609;34,99
214;20220319;20220331;20220326;22569;34,99
214;20220319;20220331;20220326;15478;34,99
214;20220319;20220331;20220326;11007;34,99
214;20220319;20220331;20220326;15100;34,99
214;20220320;20220401;20220327;27509;34,99
214;20220320;20220401;20220327;26472;34,99
214;20220320;20220401;20220327;17260;34,99
214;20220320;20220401;20220327;16355;34,99
214;20220320;20220401;20220327;26930;34,99
214;20220320;20220401;20220327;19725;34,99
214;20220320;20220401;20220327;19537;34,99
214;20220321;20220402;20220328;16991;34,99
214;20220321;20220402;20220328;15759;34,99
214;20220321;20220402;20220328;13610;34,99
214;20220321;20220402;20220328;20323;34,99
214;20220321;20220402;20220328;12103;34,99
214;20220321;20220402;20220328;19496;34,99
214;20220321;20220402;20220328;22486;34,99
214;20220322;20220403;20220329;15154;34,99
214;20220322;20220403;20220329;11223;34,99
214;20220322;20220403;20220329;17158;34,99
214;20220322;20220403;20220329;14953;34,99
214;20220322;20220403;20220329;19701;34,99
214;20220322;20220403;20220329;26987;34,99
214;20220322;20220403;20220329;29412;34,99
214;20220323;20220404;20220330;19500;34,99
214;20220323;20220404;20220330;20691;34,99
214;20220323;20220404;20220330;15763;34,99
214;20220323;20220404;20220330;22951;34,99
214;20220323;20220404;20220330;22954;34,99
214;20220324;20220405;20220331;12317;34,99
214;20220324;20220405;20220331;11836;34,99
214;20220324;20220405;20220331;27966;34,99
214;20220324;20220405;20220331;11244;34,99
214;20220325;20220406;20220401;15234;34,99
214;20220325;20220406;20220401;17741;34,99
214;20220325;20220406;20220401;23787;34,99
214;20220325;20220406;20220401;18349;34,99
214;20220325;20220406;20220401;12844;34,99
214;20220326;20220407;20220402;25281;34,99
214;20220326;20220407;20220402;24670;34,99
214;20220327;20220408;20220403;11150;34,99
214;20220327;20220408;20220403;11501;34,99
214;20220327;20220408;20220403;25579;34,99
214;20220327;20220408;20220403;20339;34,99
214;20220327;20220408;20220403;24673;34,99
214;20220328;20220409;20220404;23417;34,99
214;20220328;20220409;20220404;11999;34,99
214;20220328;20220409;20220404;24135;34,99
214;20220329;20220410;20220405;20513;34,99
214;20220329;20220410;20220405;12193;34,99
214;20220330;20220411;20220406;25065;34,99
214;20220330;20220411;20220406;19929;34,99
214;20220330;20220411;20220406;19252;34,99
214;20220330;20220411;20220406;25638;34,99
214;20220330;20220411;20220406;25382;34,99
214;20220331;20220412;20220407;12637;34,99
214;20220331;20220412;20220407;12314;34,99
214;20220331;20220412;20220407;11255;34,99
214;20220331;20220412;20220407;22035;34,99
214;20220331;20220412;20220407;16331;34,99
214;20220331;20220412;20220407;20871;34,99
214;20220331;20220412;20220407;11520;34,99
214;20220331;20220412;20220407;14846;34,99
214;20220331;20220412;20220407;12349;34,99
214;20220331;20220412;20220407;12668;34,99
214;20220401;20220413;20220408;19629;34,99
214;20220401;20220413;20220408;14849;34,99
214;20220401;20220413;20220408;15157;34,99
214;20220401;20220413;20220408;29103;34,99
214;20220402;20220414;20220409;17729;34,99
214;20220402;20220414;20220409;19586;34,99
214;20220402;20220414;20220409;12039;34,99
214;20220402;20220414;20220409;25385;34,99
214;20220403;20220415;20220410;20045;34,99
214;20220403;20220415;20220410;15963;34,99
214;20220403;20220415;20220410;11566;34,99
214;20220403;20220415;20220410;16951;34,99
214;20220404;20220416;20220411;11241;34,99
214;20220404;20220416;20220411;25368;34,99
214;20220404;20220416;20220411;25025;34,99
214;20220404;20220416;20220411;24988;34,99
214;20220405;20220417;20220412;12993;34,99
214;20220405;20220417;20220412;29049;34,99
214;20220405;20220417;20220412;14511;34,99
214;20220405;20220417;20220412;19047;34,99
214;20220405;20220417;20220412;13202;34,99
214;20220405;20220417;20220412;16504;34,99
214;20220405;20220417;20220412;23774;34,99
214;20220406;20220418;20220413;21990;34,99
214;20220406;20220418;20220413;11632;34,99
214;20220406;20220418;20220413;11661;34,99
214;20220406;20220418;20220413;13993;34,99
214;20220406;20220418;20220413;19559;34,99
214;20220406;20220418;20220413;19084;34,99
214;20220406;20220418;20220413;24347;34,99
214;20220406;20220418;20220413;22043;34,99
214;20220406;20220418;20220413;14276;34,99
214;20220407;20220419;20220414;15216;34,99
214;20220407;20220419;20220414;15653;34,99
214;20220407;20220419;20220414;15685;34,99
214;20220408;20220420;20220415;11519;34,99
214;20220408;20220420;20220415;21863;34,99
214;20220408;20220420;20220415;27851;34,99
214;20220408;20220420;20220415;13336;34,99
214;20220408;20220420;20220415;12454;34,99
214;20220408;20220420;20220415;23954;34,99
214;20220409;20220421;20220416;18278;34,99
214;20220409;20220421;20220416;11426;34,99
214;20220409;20220421;20220416;21939;34,99
214;20220409;20220421;20220416;13174;34,99
214;20220409;20220421;20220416;19095;34,99
214;20220410;20220422;20220417;13639;34,99
214;20220410;20220422;20220417;11176;34,99
214;20220410;20220422;20220417;20410;34,99
214;20220410;20220422;20220417;18358;34,99
214;20220410;20220422;20220417;27939;34,99
214;20220410;20220422;20220417;12934;34,99
214;20220411;20220423;20220418;13043;34,99
214;20220411;20220423;20220418;11808;34,99
214;20220412;20220424;20220419;23797;34,99
214;20220412;20220424;20220419;24858;34,99
214;20220412;20220424;20220419;27859;34,99
214;20220412;20220424;20220419;27882;34,99
214;20220412;20220424;20220419;12670;34,99
214;20220413;20220425;20220420;15795;34,99
214;20220413;20220425;20220420;25012;34,99
214;20220413;20220425;20220420;22122;34,99
214;20220413;20220425;20220420;11807;34,99
214;20220413;20220425;20220420;22082;34,99
214;20220414;20220426;20220421;21283;34,99
214;20220414;20220426;20220421;24348;34,99
214;20220415;20220427;20220422;21805;34,99
214;20220415;20220427;20220422;16788;34,99
214;20220415;20220427;20220422;19946;34,99
214;20220415;20220427;20220422;11374;34,99
214;20220415;20220427;20220422;11971;34,99
214;20220416;20220428;20220423;11530;34,99
214;20220416;20220428;20220423;16947;34,99
214;20220416;20220428;20220423;24959;34,99
214;20220417;20220429;20220424;23542;34,99
214;20220417;20220429;20220424;20570;34,99
214;20220418;20220430;20220425;16640;34,99
214;20220418;20220430;20220425;16919;34,99
214;20220418;20220430;20220425;14860;34,99
214;20220418;20220430;20220425;17997;34,99
214;20220418;20220430;20220425;12194;34,99
214;20220418;20220430;20220425;11629;34,99
214;20220418;20220430;20220425;23775;34,99
214;20220419;20220501;20220426;18896;34,99
214;20220419;20220501;20220426;11507;34,99
214;20220419;20220501;20220426;17713;34,99
214;20220419;20220501;20220426;22525;34,99
214;20220419;20220501;20220426;27901;34,99
214;20220420;20220502;20220427;19574;34,99
214;20220420;20220502;20220427;20266;34,99
214;20220420;20220502;20220427;21914;34,99
214;20220420;20220502;20220427;25469;34,99
214;20220420;20220502;20220427;19642;34,99
214;20220420;20220502;20220427;20346;34,99
214;20220421;20220503;20220428;12222;34,99
214;20220421;20220503;20220428;15951;34,99
214;20220421;20220503;20220428;14908;34,99
214;20220421;20220503;20220428;13290;34,99
214;20220421;20220503;20220428;23762;34,99
214;20220422;20220504;20220429;17495;34,99
214;20220422;20220504;20220429;11223;34,99
214;20220422;20220504;20220429;26071;34,99
214;20220422;20220504;20220429;15946;34,99
214;20220423;20220505;20220430;16032;34,99
214;20220423;20220505;20220430;11805;34,99
214;20220423;20220505;20220430;29192;34,99
214;20220423;20220505;20220430;22791;34,99
214;20220424;20220506;20220501;18319;34,99
214;20220424;20220506;20220501;16415;34,99
214;20220424;20220506;20220501;13170;34,99
214;20220424;20220506;20220501;13221;34,99
214;20220424;20220506;20220501;29113;34,99
214;20220424;20220506;20220501;18928;34,99
214;20220424;20220506;20220501;23753;34,99
214;20220425;20220507;20220502;15693;34,99
214;20220426;20220508;20220503;20983;34,99
214;20220426;20220508;20220503;19105;34,99
214;20220426;20220508;20220503;28365;34,99
214;20220427;20220509;20220504;12929;34,99
214;20220428;20220510;20220505;16524;34,99
214;20220428;20220510;20220505;12131;34,99
214;20220428;20220510;20220505;28866;34,99
214;20220428;20220510;20220505;12295;34,99
214;20220428;20220510;20220505;18768;34,99
214;20220428;20220510;20220505;14130;34,99
214;20220428;20220510;20220505;24140;34,99
214;20220429;20220511;20220506;15795;34,99
214;20220429;20220511;20220506;17119;34,99
214;20220429;20220511;20220506;11147;34,99
214;20220430;20220512;20220507;16338;34,99
214;20220430;20220512;20220507;19610;34,99
214;20220430;20220512;20220507;29073;34,99
214;20220430;20220512;20220507;20530;34,99
214;20220430;20220512;20220507;21001;34,99
214;20220430;20220512;20220507;22899;34,99
214;20220430;20220512;20220507;14976;34,99
214;20220501;20220513;20220508;22948;34,99
214;20220501;20220513;20220508;24470;34,99
214;20220501;20220513;20220508;11223;34,99
214;20220501;20220513;20220508;22831;34,99
214;20220501;20220513;20220508;12688;34,99
214;20220502;20220514;20220509;19399;34,99
214;20220502;20220514;20220509;18978;34,99
214;20220502;20220514;20220509;12306;34,99
214;20220502;20220514;20220509;13417;34,99
214;20220502;20220514;20220509;22175;34,99
214;20220502;20220514;20220509;25050;34,99
214;20220503;20220515;20220510;20233;34,99
214;20220503;20220515;20220510;22096;34,99
214;20220503;20220515;20220510;13280;34,99
214;20220503;20220515;20220510;28308;34,99
214;20220503;20220515;20220510;11000;34,99
214;20220503;20220515;20220510;20108;34,99
214;20220503;20220515;20220510;22322;34,99
214;20220504;20220516;20220511;25348;34,99
214;20220504;20220516;20220511;23984;34,99
214;20220505;20220517;20220512;13926;34,99
214;20220505;20220517;20220512;15250;34,99
214;20220505;20220517;20220512;14570;34,99
214;20220505;20220517;20220512;13909;34,99
214;20220506;20220518;20220513;15251;34,99
214;20220506;20220518;20220513;15091;34,99
214;20220506;20220518;20220513;12803;34,99
214;20220506;20220518;20220513;13703;34,99
214;20220506;20220518;20220513;15498;34,99
214;20220506;20220518;20220513;17039;34,99
214;20220506;20220518;20220513;12989;34,99
214;20220506;20220518;20220513;12685;34,99
214;20220506;20220518;20220513;22606;34,99
214;20220507;20220519;20220514;23574;34,99
214;20220507;20220519;20220514;15660;34,99
214;20220507;20220519;20220514;25207;34,99
214;20220507;20220519;20220514;15884;34,99
214;20220508;20220520;20220515;28020;34,99
214;20220508;20220520;20220515;17390;34,99
214;20220508;20220520;20220515;11554;34,99
214;20220508;20220520;20220515;26902;34,99
214;20220508;20220520;20220515;19793;34,99
214;20220509;20220521;20220516;26809;34,99
214;20220509;20220521;20220516;17018;34,99
214;20220509;20220521;20220516;14717;34,99
214;20220509;20220521;20220516;12462;34,99
214;20220509;20220521;20220516;16587;34,99
214;20220510;20220522;20220517;29315;34,99
214;20220510;20220522;20220517;13393;34,99
214;20220511;20220523;20220518;17628;34,99
214;20220511;20220523;20220518;15679;34,99
214;20220511;20220523;20220518;11730;34,99
214;20220511;20220523;20220518;28369;34,99
214;20220511;20220523;20220518;20040;34,99
214;20220512;20220524;20220519;13261;34,99
214;20220512;20220524;20220519;22891;34,99
214;20220512;20220524;20220519;28468;34,99
214;20220512;20220524;20220519;16999;34,99
214;20220512;20220524;20220519;11241;34,99
214;20220512;20220524;20220519;19788;34,99
214;20220513;20220525;20220520;12239;34,99
214;20220513;20220525;20220520;23771;34,99
214;20220513;20220525;20220520;15635;34,99
214;20220513;20220525;20220520;29316;34,99
214;20220513;20220525;20220520;22129;34,99
214;20220513;20220525;20220520;22590;34,99
214;20220514;20220526;20220521;19511;34,99
214;20220514;20220526;20220521;17348;34,99
214;20220514;20220526;20220521;26059;34,99
214;20220514;20220526;20220521;19934;34,99
214;20220514;20220526;20220521;14847;34,99
214;20220514;20220526;20220521;19613;34,99
214;20220515;20220527;20220522;13995;34,99
214;20220515;20220527;20220522;26559;34,99
214;20220515;20220527;20220522;29053;34,99
214;20220515;20220527;20220522;16375;34,99
214;20220515;20220527;20220522;12703;34,99
214;20220515;20220527;20220522;23019;34,99
214;20220516;20220528;20220523;17641;34,99
214;20220516;20220528;20220523;26099;34,99
214;20220516;20220528;20220523;14483;34,99
214;20220516;20220528;20220523;16074;34,99
214;20220516;20220528;20220523;22796;34,99
214;20220516;20220528;20220523;19792;34,99
214;20220517;20220529;20220524;24730;34,99
214;20220517;20220529;20220524;13501;34,99
214;20220517;20220529;20220524;12970;34,99
214;20220517;20220529;20220524;20109;34,99
214;20220518;20220530;20220525;24361;34,99
214;20220518;20220530;20220525;13259;34,99
214;20220518;20220530;20220525;17346;34,99
214;20220518;20220530;20220525;19566;34,99
214;20220518;20220530;20220525;23628;34,99
214;20220518;20220530;20220525;13494;34,99
214;20220518;20220530;20220525;27900;34,99
214;20220518;20220530;20220525;19562;34,99
214;20220519;20220531;20220526;18855;34,99
214;20220520;20220601;20220527;15812;34,99
214;20220520;20220601;20220527;13480;34,99
214;20220520;20220601;20220527;13660;34,99
214;20220520;20220601;20220527;28313;34,99
214;20220520;20220601;20220527;25191;34,99
214;20220520;20220601;20220527;26359;34,99
214;20220520;20220601;20220527;25729;34,99
214;20220521;20220602;20220528;20875;34,99
214;20220521;20220602;20220528;17753;34,99
214;20220521;20220602;20220528;12097;34,99
214;20220521;20220602;20220528;19389;34,99
214;20220521;20220602;20220528;24079;34,99
214;20220521;20220602;20220528;15511;34,99
214;20220521;20220602;20220528;19144;34,99
214;20220521;20220602;20220528;19609;34,99
214;20220521;20220602;20220528;20719;34,99
214;20220522;20220603;20220529;20243;34,99
214;20220522;20220603;20220529;20086;34,99
214;20220522;20220603;20220529;17120;34,99
214;20220522;20220603;20220529;17128;34,99
214;20220522;20220603;20220529;15928;34,99
214;20220523;20220604;20220530;17053;34,99
214;20220523;20220604;20220530;13523;34,99
214;20220523;20220604;20220530;11507;34,99
214;20220523;20220604;20220530;22103;34,99
214;20220523;20220604;20220530;14136;34,99
214;20220523;20220604;20220530;17129;34,99
214;20220523;20220604;20220530;13279;34,99
214;20220523;20220604;20220530;13304;34,99
214;20220523;20220604;20220530;29303;34,99
214;20220523;20220604;20220530;26356;34,99
214;20220524;20220605;20220531;12526;34,99
214;20220525;20220606;20220601;12404;34,99
214;20220525;20220606;20220601;28122;34,99
214;20220525;20220606;20220601;12686;34,99
214;20220526;20220607;20220602;27564;34,99
214;20220526;20220607;20220602;26690;34,99
214;20220526;20220607;20220602;13366;34,99
214;20220527;20220608;20220603;12678;34,99
214;20220527;20220608;20220603;16006;34,99
214;20220527;20220608;20220603;25682;34,99
214;20220527;20220608;20220603;15943;34,99
214;20220527;20220608;20220603;17042;34,99
214;20220527;20220608;20220603;13325;34,99
214;20220527;20220608;20220603;28403;34,99
214;20220528;20220609;20220604;14388;34,99
214;20220528;20220609;20220604;13238;34,99
214;20220528;20220609;20220604;22121;34,99
214;20220529;20220610;20220605;25882;34,99
214;20220529;20220610;20220605;18642;34,99
214;20220529;20220610;20220605;15748;34,99
214;20220529;20220610;20220605;14812;34,99
214;20220529;20220610;20220605;25643;34,99
214;20220529;20220610;20220605;11566;34,99
214;20220529;20220610;20220605;16952;34,99
214;20220529;20220610;20220605;19602;34,99
